,Customer_ID,Name,Age,Salary,Join_Date,Department,Performance_Score,Email,City,Gender,Is_Active
217,483,Customer_483,38,60479.51,2018-09-23 00:00:00,Sales,25.4,user482@gmail.com,San Jose,Female,FALSE
218,707,Customer_707,46,71013.99,2020-03-16,Sales,3.8,user706@company.com,San Jose,female,FALSE
219,775,Customer_775,65,46640.78,07-29-2021,HR,93.5,user774@yahoo.com,San Antonio,Female,TRUE
220,1126,,60,59071.32,2015-06-18,HR,39.7,user1125@outlook.com,San Antonio,Other,FALSE
221,1125,Customer_1125,60,62856.4,2021-03-20,Finance,6.3,user1124@yahoo.com,Philadelphia,Female,FALSE
222,1353,Customer_1353,50,71717.74,,,21.7,user1352@yahoo.com,San Diego,Female,FALSE
223,174,Customer_174,52,"$38,484",2019-07-23 00:00:00,IT,71.7,user173@gmail.com,Houston,Male,TRUE
224,810,Customer_810,74,42440.21,2021-08-28,IT,99.5,user809@yahoo.com,San Jose,Female,TRUE
225,430,CUSTOMER_430,76,68021.55,2015-04-29,IT,54.7,USER855@COMPANY.COM,Houston,Female,FALSE
226,496,Customer_496,63,47163.97,2015-06-28,HR,13.5,user495@gmail.com,Houston,Female,TRUE
227,1736,Customer_1736,24,64721.33,08/03/2017,HR,78.5,user1735@yahoo.com,San Diego,Other,FALSE
228,238,Customer_238,50,44240.68,2021/03/16,HR,21.8,user237@outlook.com,Chicago,Male,TRUE
229,1748,Customer_1748,19,55486.02,2021-11-07,Operations,82.4,user1747@yahoo.com,Chicago,Other,TRUE
230,544,Customer_544,25 years,74906.17,2018-03-23,Sales,15.1,user543@company.com,San Jose,Other,FALSE
231,24,,41,57527.14,"July 02, 2022",Support,93.2,user23@yahoo.com,Philadelphia,Other,FALSE
232,1670,Customer_1670,55,,2018-11-15,Sales,46.7,user1669@outlook.com,Philadelphia,Other,FALSE
233,64,Customer_64,42,58444.68,2015-10-09 00:00:00,Support,94.5,user63@company.com,San Jose,Female,FALSE
234,631,Customer_631,33,36813.14,14-Dec-2018,Marketing,28.2,user630@gmail.com,Philadelphia,Male,FALSE
235,189,Customer_189,43,64771.14,2022/10/04,Finance,11.7,user188@outlook.com,Chicago,Male,FALSE
236,1880,Customer_1880,53,64576.76,2018-01-25,Finance,72.2,user1879@company.com,Philadelphia,Female,FALSE
237,862,Customer_862,53,53875.53,2020-01-24,Marketing,62.8,user861@gmail.com,Dallas,Male,TRUE
238,1678,Customer_1678,20,66696.33,,IT,75.7,user1677@outlook.com,Houston,Other,TRUE
239,369,Customer_369,79,62836.28,,HR,69,user368@gmail.com,,Other,FALSE
240,271,Customer_271,999,35552.47,2016-04-30,Sales,65.4,user270@gmail.com,Chicago,Other,FALSE
241,1618,Customer_1618,60,72571.4,,Operations,62.7,user1617@gmail.com,Houston,Male,TRUE
242,874,Customer_874,36,,2017-11-10,Operations,19.5,user873@company.com,Houston,Male,TRUE
243,197,Customer_197,69,64754.22,2020-12-14,Marketing,35.5,user196@outlook.com,Houston,Female,FALSE
244,484,Customer_484,49,76031.08,2021-03-10,Finance,47.1,user483@gmail.com,Los Angeles,Male,TRUE
245,1217,Customer_1217,64,39892.24,2016-09-26 00:00:00,Sales,84,user1216@yahoo.com,Philadelphia,Female,TRUE
246,1270,Customer_1270,43,50119.56,13/01/2020,IT,70,user1269@yahoo.com,Phoenix,Male,Yes
247,1273,Customer_1273,20.5,64722.06,"February 25, 2016",Support,70.6,user1272@outlook.com,New York,Female,TRUE
248,1314,Customer_1314,71,83785.01,2020-01-12,Finance,41.2,user1313@yahoo.com,New York,,TRUE
249,101,Customer_101,27,63357.68,2022-09-29,Operations,18.9,user100@yahoo.com,Philadelphia,Female,FALSE
250,1829,Customer_1829,48,,2019-09-12,Operations,55,user1828@company.com,New York,Female,TRUE
251,1588,Customer_1588,58,53632.39,2021-08-04 00:00:00,Operations,99.6,user1587@outlook.com,San Antonio,Male,FALSE
252,1969,Customer_1969,24,44822.72,2020-04-01,Support,12.9,user1968@company.com,San Diego,Male,TRUE
253,221,Customer_221,74,68106.75,2020-11-18,Support,61.7,user220@yahoo.com,Philadelphia,Male,TRUE
254,556,Customer_556,66,63690.99,2015-04-29,Operations,75.6,user555@outlook.com,Houston,Female,FALSE
255,1674,Customer_1674,25,69366.85,2020-10-10,HR,44.4,user1673@gmail.com,Philadelphia,Male,TRUE
